time,station,average_temperature,humidity
2012-12,467770,17.6,81
2012-12,467530,8.1,85
2012-12,467650,15.1,88
2012-12,467490,18.4,73
2012-12,467990,12.3,78
2012-12,467300,19.8,75
2012-12,467590,22.2,73
2012-12,466940,17.7,78
2012-12,467620,19.3,87
2012-12,466880,17.7,75
2013-01,467571,15.8,82
2013-01,466920,16.7,75
2013-01,467540,20.8,67
2013-01,466900,15.6,85
2013-01,467350,16.0,79
2013-01,467060,16.7,85
2013-01,467110,13.4,72
2013-01,467440,19.7,71
2013-01,467660,19.9,71
2013-01,467480,16.7,80
2013-01,467080,16.6,84
2013-01,466950,16.0,80
2013-01,466990,18.4,72
2013-01,466910,10.6,92
2013-01,467410,17.5,73
2013-01,466930,12.2,88
2013-01,467550,-0.6,60
2013-01,467610,19.1,76
2013-01,467770,15.6,85
2013-01,467530,6.4,82
2013-01,467650,14.3,82
2013-01,467490,16.9,74
2013-01,467990,9.8,79
2013-01,467300,17.1,76
2013-01,467590,21.4,70
2013-01,466940,16.3,80
2013-01,467620,18.5,84
2013-01,466880,16.5,73
2013-02,467571,17.3,82
2013-02,466920,18.8,75
2013-02,467540,22.8,74
2013-02,466900,17.3,87
2013-02,467350,17.7,82
2013-02,467060,19.1,86
2013-02,467110,14.7,79
2013-02,467440,22.3,73
2013-02,467660,22.4,78
2013-02,467480,19.4,80
2013-02,467080,19.1,85
2013-02,466950,17.6,88
2013-02,466990,20.7,75
2013-02,466910,13.2,94
2013-02,467410,20.4,73
2013-02,466930,14.9,91
2013-02,467550,2.9,56
2013-02,467610,21.2,80
2013-02,467770,17.1,88
2013-02,467530,9.7,80
2013-02,467650,17.5,81
2013-02,467490,19.4,74
2013-02,467990,10.6,84
2013-02,467300,18.8,80
2013-02,467590,23.5,73
2013-02,466940,17.4,86
2013-02,467620,20.4,86
2013-02,466880,18.6,76
2013-03,467571,19.2,77
2013-03,466920,19.9,69
2013-03,467540,23.7,70
2013-03,466900,18.6,80
2013-03,467350,20.7,76
2013-03,467060,20.0,79
2013-03,467110,16.3,78
2013-03,467440,23.9,71
2013-03,467660,23.2,70
2013-03,467480,21.0,78
2013-03,467080,20.1,78
2013-03,466950,18.5,82
2013-03,466990,21.4,71
2013-03,466910,13.9,89
2013-03,467410,22.5,71
2013-03,466930,15.6,86
2013-03,467550,1.4,67
2013-03,467610,22.2,76
2013-03,467770,19.9,82
2013-03,467530,9.9,77
2013-03,467650,17.8,83
2013-03,467490,21.0,72
2013-03,467990,13.5,76
2013-03,467300,21.3,74
2013-03,467590,24.3,70
2013-03,466940,18.7,79
2013-03,467620,21.1,85
2013-03,466880,19.7,71
2013-04,467571,20.9,81
2013-04,466920,21.1,74
2013-04,467540,24.2,75
2013-04,466900,20.6,81
2013-04,467350,22.3,80
2013-04,467060,20.8,81
2013-04,467110,18.3,85
2013-04,467440,25.1,76
2013-04,467660,23.4,76
2013-04,467480,22.5,82
2013-04,467080,20.6,84
2013-04,466950,20.1,81
2013-04,466990,21.5,80
2013-04,466910,15.4,90
2013-04,467410,23.9,76
2013-04,466930,16.8,88
2013-04,467550,2.9,88
2013-04,467610,22.3,81
2013-04,467770,21.3,82
2013-04,467530,11.3,91
2013-04,467650,17.9,93
2013-04,467490,22.2,79
2013-04,467990,16.3,77
2013-04,467300,22.7,80
2013-04,467590,25.0,74
2013-04,466940,20.6,78
2013-04,467620,21.4,89
2013-04,466880,21.0,76
2013-05,467571,26.0,78
2013-05,466920,26.0,72
2013-05,467540,26.2,80
2013-05,466900,25.2,80
2013-05,467350,25.7,83
2013-05,467060,24.7,84
2013-05,467110,23.4,88
2013-05,467440,27.6,82
2013-05,467660,26.4,81
2013-05,467480,26.6,80
2013-05,467080,24.5,87
2013-05,466950,23.5,89
2013-05,466990,24.9,84
2013-05,466910,20.1,90
2013-05,467410,27.3,79
2013-05,466930,21.6,87
2013-05,467550,5.3,88
2013-05,467610,25.3,86
2013-05,467770,25.9,79
2013-05,467530,13.2,94
2013-05,467650,20.8,92
2013-05,467050,,
2013-05,467990,21.3,86
2013-05,467300,25.5,85
2013-05,467590,27.1,81
2013-05,466940,25.0,80
2013-05,467620,23.9,91
2013-05,467490,26.4,75
2013-05,466880,25.8,74
2013-06,467571,28.9,74
2013-06,466920,29.2,69
2013-06,467540,28.5,75
2013-06,466900,28.5,76
2013-06,467350,28.0,83
2013-06,467060,27.7,80
2013-06,467110,26.7,91
2013-06,467440,29.8,77
2013-06,467660,29.0,77
2013-06,467480,28.8,74
2013-06,467080,27.7,83
2013-06,466950,26.3,91
2013-06,466990,27.8,77
2013-06,466910,23.0,87
2013-06,467410,29.5,75
2013-06,466930,24.5,84
2013-06,467550,7.1,81
2013-06,467610,27.7,83
2013-06,467770,28.4,77
2013-06,467530,14.9,86
2013-06,467650,22.9,87
2013-06,467490,28.8,72
2013-06,467990,25.2,84
2013-06,467300,27.7,85
2013-06,467590,29.1,78
2013-06,466940,28.2,77
2013-06,467620,26.3,88
2013-06,466880,29.0,71
2013-07,467571,28.9,73
2013-07,466920,29.5,68
2013-07,467540,28.2,76
2013-07,466900,29.1,71
2013-07,467350,29.1,78
2013-07,467060,29.0,73
2013-07,467110,27.9,87
2013-07,467440,29.7,75
2013-07,467660,29.1,75
2013-07,467480,28.4,76
2013-07,467080,28.6,76
2013-07,466950,27.4,89
2013-07,466990,28.3,75
2013-07,466910,23.3,85
2013-07,467410,29.4,73
2013-07,466930,24.7,82
2013-07,467550,7.2,78
2013-07,467610,27.9,80
2013-07,467770,28.7,74
2013-07,467530,14.4,90
2013-07,467650,22.9,81
2013-07,467050,28.8,77
2013-07,467990,27.7,78
2013-07,467300,28.6,79
2013-07,467590,28.6,77
2013-07,466940,29.5,68
2013-07,467620,25.9,89
2013-07,467490,28.1,74
2013-07,466880,29.2,69
2013-08,467571,28.9,75
2013-08,466920,29.6,68
2013-08,467540,28.0,78
2013-08,466900,29.1,75
2013-08,467350,28.7,85
2013-08,467060,28.9,77
2013-08,467110,27.7,87
2013-08,467440,29.0,81
2013-08,467660,28.7,77
2013-08,467480,28.0,82
2013-08,467080,28.5,80
2013-08,466950,28.0,88
2013-08,466990,28.3,76
2013-08,466910,24.1,83
2013-08,467410,28.9,79
2013-08,466930,24.8,83
2013-08,467550,7.7,85
2013-08,467610,27.7,82
2013-08,467770,28.5,78
2013-08,467530,14.8,92
2013-08,467650,22.9,82
2013-08,467050,28.8,81
2013-08,467990,27.8,80
2013-08,467300,28.2,82
2013-08,467590,28.2,80
2013-08,466940,29.3,72
2013-08,467620,25.7,88
2013-08,467490,28.2,77
2013-08,466880,29.1,70
2013-09,467571,27.7,71
2013-09,466920,27.9,67
2013-09,467540,27.7,74
2013-09,466900,27.4,72
2013-09,467350,27.9,79
2013-09,467060,27.0,79
2013-09,467110,26.9,72
2013-09,467440,28.6,77
2013-09,467660,27.8,75
2013-09,467480,27.5,80
2013-09,467080,26.6,81
2013-09,466950,26.3,84
2013-09,466990,26.8,74
2013-09,466910,21.2,90
2013-09,467410,28.6,74
2013-09,466930,22.9,84
2013-09,467550,7.9,75
2013-09,467610,27.0,77
2013-09,467770,27.3,75
2013-09,467530,14.1,90
2013-09,467650,22.6,82
2013-09,467050,27.2,77
2013-09,467990,26.3,76
2013-09,467300,27.4,79
2013-09,467590,28.0,73
2013-09,466940,27.1,78
2013-09,467620,24.9,88
2013-09,467490,27.8,73
2013-09,466880,27.8,67
2013-10,467571,24.2,68
2013-10,466920,24.2,68
2013-10,467540,25.8,69
2013-10,466900,23.6,74
2013-10,467350,25.2,70
2013-10,467060,24.2,74
2013-10,467110,24.1,62
2013-10,467440,26.6,69
2013-10,467660,25.8,68
2013-10,467480,24.2,77
2013-10,467080,23.5,77
2013-10,466950,23.5,76
2013-10,466990,24.6,72
2013-10,466910,17.2,92
2013-10,467410,25.7,69
2013-10,466930,19.0,86
2013-10,467550,7.3,55
2013-10,467610,25.1,70
2013-10,467770,24.1,72
2013-10,467530,11.6,83
2013-10,467650,20.1,80
2013-10,467050,24.3,71
2013-10,467990,23.0,66
2013-10,467300,25.0,72
2013-10,467590,26.2,68
2013-10,466940,24.0,74
2013-10,467620,23.2,83
2013-10,467490,24.9,65
2013-10,466880,24.0,68
2013-11,467571,21.0,71
2013-11,466920,21.2,68
2013-11,467540,23.4,72
2013-11,466900,21.0,73
2013-11,467350,22.2,72
2013-11,467060,20.8,80
2013-11,467110,19.8,67
2013-11,467440,24.3,71
2013-11,467660,22.8,73
2013-11,467480,21.4,78
2013-11,467080,20.2,83
2013-11,466950,20.0,77
2013-11,466990,21.5,77
2013-11,466910,14.7,90
2013-11,467410,22.8,71
2013-11,466930,16.4,84
2013-11,467550,2.9,75
2013-11,467610,22.3,75
2013-11,467770,21.0,75
2013-11,467530,10.2,80
2013-11,467650,18.3,77
2013-11,467050,20.7,75
2013-11,467990,17.8,73
2013-11,467300,22.4,72
2013-11,467590,24.2,73
2013-11,466940,20.6,77
2013-11,467620,21.1,83
2013-11,467490,22.1,68
2013-11,466880,21.2,68
2013-12,467571,16.1,74
2013-12,466920,16.4,71
2013-12,467540,20.4,69
2013-12,466900,16.2,78
2013-12,467350,18.1,73
2013-12,467060,16.5,81
2013-12,467110,14.4,65
2013-12,467440,19.9,67
2013-12,467660,19.4,71
2013-12,467480,16.8,78
2013-12,467080,16.1,83
2013-12,466950,15.9,74
2013-12,466990,18.1,73
2013-12,466910,10.0,95
2013-12,467410,18.0,72
2013-12,466930,11.8,87
2013-12,467550,-0.3,71
2013-12,467610,19.1,72
2013-12,467770,16.3,76
2013-12,467530,6.9,83
2013-12,467650,14.2,75
2013-12,467050,16.2,75
2013-12,467990,12.3,70
2013-12,467300,18.5,70
2013-12,467590,21.1,69
2013-12,466940,16.2,79
2013-12,467620,18.2,85
2013-12,467490,17.1,70
2013-12,466880,16.2,73
2014-01,467571,15.6,69
2014-01,466920,16.8,62
2014-01,467540,19.8,64
2014-01,466900,16.2,70
2014-01,467350,17.2,72
2014-01,467060,16.8,71
2014-01,467110,13.7,65
2014-01,467440,19.5,64
2014-01,467660,19.1,65
2014-01,467480,16.1,74
2014-01,467080,16.3,72
2014-01,466950,16.3,68
2014-01,466990,17.9,65
2014-01,466910,10.2,83
2014-01,467410,17.6,68
2014-01,466930,12.0,76
2014-01,467550,0.4,35
2014-01,467610,18.4,66
2014-01,467770,15.6,74
2014-01,467530,4.5,71
2014-01,467650,13.6,67
2014-01,467050,15.5,72
2014-01,467990,11.2,73
2014-01,467300,18.0,69
2014-01,467590,20.5,64
2014-01,466940,16.3,70
2014-01,467620,17.6,73
2014-01,467490,16.4,66
2014-01,466880,16.2,63
2014-02,467571,15.4,80
2014-02,466920,16.5,71
2014-02,467540,20.1,74
2014-02,466900,15.7,83
2014-02,467350,17.4,79
2014-02,467060,16.9,80
2014-02,467110,12.8,79
2014-02,467440,20.3,70
2014-02,467660,19.3,76
2014-02,467480,17.1,80
2014-02,467080,16.6,82
2014-02,466950,15.5,84
2014-02,466990,17.8,79
2014-02,466910,10.5,90
2014-02,467410,18.4,75
2014-02,466930,12.3,86
2014-02,467550,-1.0,81
2014-02,467610,18.6,79
2014-02,467770,15.8,82
2014-02,467530,7.0,84
2014-02,467650,14.2,80
2014-02,467050,15.2,84
2014-02,467990,10.1,83
2014-02,467300,18.1,75
2014-02,467590,21.2,74
2014-02,466940,15.8,81
2014-02,467620,18.1,86
2014-02,467490,17.0,74
2014-02,466880,16.0,75
2014-03,467571,18.0,76
2014-03,466920,18.9,72
2014-03,467540,21.3,74
2014-03,466900,18.3,76
2014-03,467350,19.1,80
2014-03,467060,18.6,78
2014-03,467110,15.3,76
2014-03,467440,22.6,72
2014-03,467660,20.8,75
2014-03,467480,19.9,78
2014-03,467080,18.3,80
2014-03,466950,17.5,81
2014-03,466990,19.3,77
2014-03,466910,12.7,89
2014-03,467410,21.3,71
2014-03,466930,14.3,84
2014-03,467550,1.3,86
2014-03,467610,19.7,80
2014-03,467770,18.4,80
2014-03,467530,9.9,82
2014-03,467650,16.3,84
2014-03,467050,17.4,80
2014-03,467990,12.9,78
2014-03,467300,19.7,76
2014-03,467590,22.4,73
2014-03,466940,18.1,75
2014-03,467620,19.0,84
2014-03,467490,19.8,72
2014-03,466880,18.5,72
2014-04,467571,22.3,75
2014-04,466920,22.5,77
2014-04,467540,24.1,76
2014-04,466900,22.0,77
2014-04,467350,23.2,79
2014-04,467060,21.7,81
2014-04,467110,19.3,78
2014-04,467440,25.9,74
2014-04,467660,23.9,76
2014-04,467480,23.5,79
2014-04,467080,21.7,82
2014-04,466950,20.3,83
2014-04,466990,22.3,80
2014-04,466910,16.3,87
2014-04,467410,25.0,73
2014-04,466930,18.0,83
2014-04,467550,4.6,77
2014-04,467610,22.7,80
2014-04,467770,22.6,79
2014-04,467530,11.8,85
2014-04,467650,19.4,81
2014-04,467050,21.5,80
2014-04,467990,16.7,79
2014-04,467300,23.3,76
2014-04,467590,25.2,73
2014-04,466940,21.4,79
2014-04,467620,21.9,84
2014-04,467490,24.1,69
2014-04,466880,22.4,74
2014-05,467571,25.3,80
2014-05,466920,25.2,81
2014-05,467540,27.2,76
2014-05,466900,24.6,86
2014-05,467350,25.7,88
2014-05,467060,24.2,86
2014-05,467110,22.2,87
2014-05,467440,27.8,78
2014-05,467660,26.8,77
2014-05,467480,26.2,81
2014-05,467080,24.0,89
2014-05,466950,23.0,90
2014-05,466990,24.8,85
2014-05,466910,19.7,88
2014-05,467410,27.2,79
2014-05,466930,21.2,88
2014-05,467550,5.4,94
2014-05,467610,25.4,82
2014-05,467770,25.4,85
2014-05,467530,12.9,94
2014-05,467650,20.9,86
2014-05,467050,24.4,88
2014-05,467990,20.7,83
2014-05,467300,25.7,83
2014-05,467590,27.8,75
2014-05,466940,24.4,86
2014-05,467620,24.5,89
2014-05,467490,25.8,78
2014-05,466880,25.1,80
2014-06,467571,28.3,78
2014-06,466920,28.0,76
2014-06,467540,28.6,77
2014-06,466900,27.5,83
2014-06,467350,27.8,86
2014-06,467060,27.4,82
2014-06,467110,26.5,86
2014-06,467440,29.2,81
2014-06,467660,28.7,79
2014-06,467480,28.7,77
2014-06,467080,27.2,85
2014-06,466950,25.9,89
2014-06,466990,27.7,82
2014-06,466910,22.1,87
2014-06,467410,29.0,80
2014-06,466930,23.7,87
2014-06,467550,8.5,83
2014-06,467610,27.6,81
2014-06,467770,28.1,82
2014-06,467530,15.4,89
2014-06,467650,23.0,89
2014-06,467050,27.5,86
2014-06,467990,24.6,84
2014-06,467300,27.6,83
2014-06,467590,28.8,80
2014-06,466940,27.2,83
2014-06,467620,25.8,89
2014-06,467490,28.6,74
2014-06,466880,28.0,78
2014-07,467571,30.4,73
2014-07,466920,30.5,68
2014-07,467540,29.8,75
2014-07,466900,29.8,75
2014-07,467350,29.6,82
2014-07,467060,29.6,75
2014-07,467110,29.8,81
2014-07,467440,30.3,78
2014-07,467660,30.4,74
2014-07,467480,30.1,73
2014-07,467080,29.5,78
2014-07,466950,28.5,86
2014-07,466990,29.5,77
2014-07,466910,23.9,86
2014-07,467410,30.4,77
2014-07,466930,25.4,82
2014-07,467550,9.6,69
2014-07,467610,29.2,77
2014-07,467770,30.0,77
2014-07,467530,15.8,88
2014-07,467650,24.0,86
2014-07,467050,29.8,79
2014-07,467990,28.3,82
2014-07,467300,29.2,80
2014-07,467590,29.9,80
2014-07,466940,30.0,72
2014-07,467620,26.6,86
2014-07,467490,30.1,71
2014-07,466880,30.2,72
2014-08,467571,29.9,74
2014-08,466920,30.2,68
2014-08,467540,29.1,75
2014-08,466900,29.3,75
2014-08,467350,28.6,83
2014-08,467060,29.1,76
2014-08,467110,28.9,82
2014-08,467440,29.1,79
2014-08,467660,29.7,75
2014-08,467480,28.9,80
2014-08,467080,28.9,78
2014-08,466950,28.4,84
2014-08,466990,29.1,78
2014-08,466910,23.5,86
2014-08,467410,29.0,80
2014-08,466930,25.1,83
2014-08,467550,8.6,76
2014-08,467610,28.4,79
2014-08,467770,29.0,78
2014-08,467530,14.9,92
2014-08,467650,23.2,87
2014-08,467050,29.3,80
2014-08,467990,28.5,81
2014-08,467300,28.2,81
2014-08,467590,28.7,84
2014-08,466940,29.5,72
2014-08,467620,26.0,87
2014-08,467490,28.9,76
2014-08,466880,29.7,74
2014-09,467571,29.6,72
2014-09,466920,29.7,71
2014-09,467540,28.6,78
2014-09,466900,28.9,73
2014-09,467350,29.1,78
2014-09,467060,28.3,78
2014-09,467110,28.7,75
2014-09,467440,29.5,78
2014-09,467660,29.2,75
2014-09,467480,28.8,79
2014-09,467080,28.0,79
2014-09,466950,27.5,85
2014-09,466990,28.5,78
2014-09,466910,22.9,84
2014-09,467410,29.5,77
2014-09,466930,24.7,80
2014-09,467550,8.6,75
2014-09,467610,28.0,78
2014-09,467770,29.1,78
2014-09,467530,15.1,89
2014-09,467650,23.6,86
2014-09,467050,28.9,78
2014-09,467990,27.5,80
2014-09,467300,28.3,80
2014-09,467590,28.9,74
2014-09,466940,28.7,74
2014-09,467620,25.9,86
2014-09,467490,29.2,74
2014-09,466880,29.6,69
2014-10,467571,24.7,70
2014-10,466920,24.7,71
2014-10,467540,26.3,69
2014-10,466900,23.8,72
2014-10,467350,25.6,70
2014-10,467060,24.1,74
2014-10,467110,24.4,63
2014-10,467440,27.2,70
2014-10,467660,26.2,69
2014-10,467480,24.8,74
2014-10,467080,23.6,77
2014-10,466950,23.8,72
2014-10,466990,25.1,71
2014-10,466910,18.0,85
2014-10,467410,26.4,69
2014-10,466930,19.5,80
2014-10,467550,7.8,49
2014-10,467610,25.3,70
2014-10,467770,24.4,73
2014-10,467530,12.2,81
2014-10,467650,20.9,80
2014-10,467050,24.1,73
2014-10,467990,22.9,69
2014-10,467300,25.2,71
2014-10,467590,26.7,63
2014-10,466940,24.3,70
2014-10,467620,23.6,78
2014-10,467490,25.6,65
2014-10,466880,24.5,68
2014-11,467571,22.0,76
2014-11,466920,22.3,75
2014-11,467540,24.4,70
2014-11,466900,21.4,77
2014-11,467350,23.4,75
2014-11,467060,21.4,81
2014-11,467110,21.0,67
2014-11,467440,25.2,72
2014-11,467660,24.0,71
2014-11,467480,22.6,77
2014-11,467080,21.1,84
2014-11,466950,21.3,76
2014-11,466990,22.6,77
2014-11,466910,16.0,88
2014-11,467410,23.9,73
2014-11,466930,17.5,83
2014-11,466850,,
2014-11,467550,3.8,70
2014-11,467610,23.3,73
2014-11,467770,22.1,79
2014-11,467530,10.7,79
2014-11,467650,19.2,79
2014-11,467050,21.4,79
2014-11,467990,18.8,78
2014-11,467300,23.4,74
2014-11,467590,25.5,68
2014-11,466940,21.8,76
2014-11,467620,21.9,82
2014-11,467490,23.1,72
2014-11,466880,22.0,72
2014-12,467571,16.0,74
2014-12,466920,16.5,70
2014-12,467540,20.2,66
2014-12,466900,15.6,73
2014-12,467350,18.3,71
2014-12,467060,16.3,75
2014-12,467110,14.7,61
2014-12,467440,20.2,68
2014-12,467660,19.0,69
2014-12,467480,16.9,77
2014-12,467080,16.0,77
2014-12,466950,15.6,70
2014-12,466990,17.6,74
2014-12,466910,9.7,89
2014-12,467410,17.9,71
2014-12,466930,11.3,82
2014-12,467550,0.9,73
2014-12,467610,18.5,71
2014-12,467770,16.2,74
2014-12,467530,7.4,79
2014-12,467650,14.2,84
2014-12,467050,15.9,73
2014-12,467990,12.4,68
2014-12,467300,18.7,72
2014-12,467590,21.4,62
2014-12,466940,16.3,71
2014-12,467620,17.7,81
2014-12,467490,17.1,71
2014-12,466880,16.2,69
2015-01,467571,16.0,71
2015-01,466920,16.7,67
2015-01,467540,19.7,66
2015-01,466900,15.8,72
2015-01,467350,17.3,73
2015-01,467060,16.5,74
2015-01,467110,13.9,65
2015-01,467440,19.9,66
2015-01,467660,19.0,68
2015-01,467480,16.8,75
2015-01,467080,16.2,75
2015-01,466950,15.7,70
2015-01,466990,17.8,72
2015-01,466910,9.8,87
2015-01,467410,17.8,70
2015-01,466930,11.6,81
2015-01,467550,1.5,54
2015-01,467610,18.3,70
2015-01,467770,15.9,76
2015-01,467530,6.7,68
2015-01,467650,14.2,76
2015-01,467050,15.6,74
2015-01,467990,11.3,77
2015-01,467300,17.8,72
2015-01,467590,20.8,62
2015-01,466940,16.1,72
2015-01,467620,17.5,76
2015-01,467490,17.1,68
2015-01,466880,16.3,67
2015-02,467571,16.2,78
2015-02,466920,17.3,72
2015-02,467540,20.5,71
2015-02,466900,16.3,77
2015-02,467350,17.8,76
2015-02,467060,17.1,81
2015-02,467110,14.5,69
2015-02,467440,20.8,69
2015-02,467660,20.1,72
2015-02,467480,18.1,77
2015-02,467080,17.1,80
2015-02,466950,16.2,75
2015-02,466990,18.5,79
2015-02,466910,11.3,91
2015-02,467410,18.9,73
2015-02,466930,13.0,85
2015-02,467550,-1.9,80
2015-02,467610,19.3,73
2015-02,467770,16.6,79
2015-02,467530,6.6,78
2015-02,467650,14.7,79
2015-02,467050,15.8,79
2015-02,467990,11.1,81
2015-02,467300,18.2,76
2015-02,467590,21.6,68
2015-02,466940,16.5,78
2015-02,467620,18.6,80
2015-02,467490,18.1,71
2015-02,466880,17.0,72
2015-03,467571,18.3,83
2015-03,466920,18.9,80
2015-03,467540,22.5,74
2015-03,466900,17.9,82
2015-03,467350,20.4,79
2015-03,467060,18.9,84
2015-03,467110,15.8,74
2015-03,467440,23.6,72
2015-03,467660,22.2,74
2015-03,467480,20.9,79
2015-03,467080,18.9,83
2015-03,466950,17.2,83
2015-03,466990,20.4,81
2015-03,466910,13.5,92
2015-03,467410,21.8,75
2015-03,466930,15.0,87
2015-03,467550,2.3,81
2015-03,467610,21.1,79
2015-03,467770,19.1,80
2015-03,467530,10.4,82
2015-03,467650,17.4,83
2015-03,467050,17.7,87
2015-03,467990,12.8,84
2015-03,467300,20.8,79
2015-03,467590,23.8,68
2015-03,466940,17.8,83
2015-03,467620,20.2,85
2015-03,467490,20.7,74
2015-03,466880,18.7,77
2015-04,467571,22.4,78
2015-04,466920,22.7,75
2015-04,467540,25.1,74
2015-04,466900,21.8,77
2015-04,467350,23.5,76
2015-04,467060,22.1,81
2015-04,467110,20.0,74
2015-04,467440,26.2,70
2015-04,467660,24.4,77
2015-04,467480,24.1,76
2015-04,467080,22.0,80
2015-04,466950,20.4,82
2015-04,466990,22.9,82
2015-04,466910,16.8,85
2015-04,467410,24.9,73
2015-04,466930,18.5,80
2015-04,467550,3.6,74
2015-04,467610,23.6,79
2015-04,467770,22.9,75
2015-04,467530,11.8,75
2015-04,467650,19.8,77
2015-04,467050,21.5,84
2015-04,467990,17.6,79
2015-04,467300,23.5,77
2015-04,467590,25.9,72
2015-04,466940,21.6,76
2015-04,467620,22.4,84
2015-04,467490,24.4,68
2015-04,466880,22.6,74
2015-05,467571,25.7,81
2015-05,466920,26.1,78
2015-05,467540,27.2,77
2015-05,466900,25.3,81
2015-05,467350,26.5,82
2015-05,467060,25.2,84
2015-05,467110,23.5,83
2015-05,467440,28.3,77
2015-05,467660,26.5,83
2015-05,467480,27.3,81
2015-05,467080,25.0,84
2015-05,466950,23.7,86
2015-05,466990,25.6,85
2015-05,466910,20.4,90
2015-05,467410,27.7,80
2015-05,466930,22.1,84
2015-05,467550,6.4,83
2015-05,467610,25.7,83
2015-05,467770,26.1,82
2015-05,467530,13.9,85
2015-05,467650,21.1,88
2015-05,467050,25.1,87
2015-05,467990,21.3,85
2015-05,467300,26.6,82
2015-05,467590,27.9,76
2015-05,466940,25.4,78
2015-05,467620,24.4,87
2015-05,467490,26.9,77
2015-05,466880,26.0,76
2015-06,467571,29.6,75
2015-06,466920,30.0,73
2015-06,467540,29.7,73
2015-06,466900,29.2,76
2015-06,467350,29.0,83
2015-06,467060,28.9,79
2015-06,467110,27.5,86
2015-06,467440,30.6,75
2015-06,467660,29.7,76
2015-06,467480,30.1,72
2015-06,467080,28.5,80
2015-06,466950,27.6,87
2015-06,466990,28.9,80
2015-06,466910,23.7,89
2015-06,467410,30.4,74
2015-06,466930,25.2,80
2015-06,467550,8.9,64
2015-06,467610,28.4,80
2015-06,467770,29.4,77
2015-06,467530,15.4,81
2015-06,467650,23.3,84
2015-06,467050,28.9,84
2015-06,467990,25.8,83
2015-06,467300,29.3,81
2015-06,467590,30.2,73
2015-06,466940,29.0,76
2015-06,467620,26.7,83
2015-06,467490,29.7,71
2015-06,466880,29.8,71
2015-07,467571,29.6,74
2015-07,466920,30.0,72
2015-07,467540,28.9,74
2015-07,466900,29.3,72
2015-07,467350,28.5,84
2015-07,467060,29.1,75
2015-07,467110,27.9,78
2015-07,467440,29.5,78
2015-07,467660,29.0,79
2015-07,467480,29.2,75
2015-07,467080,28.8,78
2015-07,466950,28.0,85
2015-07,466990,29.1,76
2015-07,466910,23.6,88
2015-07,467410,29.1,79
2015-07,466930,25.2,79
2015-07,467550,8.0,80
2015-07,467610,28.0,79
2015-07,467770,28.9,77
2015-07,467530,14.7,90
2015-07,467650,23.0,85
2015-07,467050,29.1,80
2015-07,467990,26.4,85
2015-07,467300,28.3,80
2015-07,467590,29.0,76
2015-07,466940,29.4,71
2015-07,467620,26.0,85
2015-07,467490,29.2,71
2015-07,466880,29.7,70
2015-08,467571,28.5,75
2015-08,466920,28.6,76
2015-08,467540,28.4,76
2015-08,466900,28.2,76
2015-08,467350,27.8,86
2015-08,467060,27.5,81
2015-08,467110,27.7,74
2015-08,467440,28.8,80
2015-08,467660,28.6,80
2015-08,467480,28.1,80
2015-08,467080,27.6,83
2015-08,466950,27.0,85
2015-08,466990,28.0,84
2015-08,466910,22.6,93
2015-08,467410,28.4,81
2015-08,466930,24.1,85
2015-08,467550,7.5,82
2015-08,467610,27.8,80
2015-08,467770,28.0,79
2015-08,467530,14.5,90
2015-08,467650,22.3,87
2015-08,467050,28.0,84
2015-08,467990,26.8,87
2015-08,467300,27.7,82
2015-08,467590,28.9,77
2015-08,466940,27.9,77
2015-08,467620,25.9,85
2015-08,467490,28.0,76
2015-08,466880,28.4,73
2015-09,467571,27.1,74
2015-09,466920,27.4,74
2015-09,467540,27.3,74
2015-09,466900,26.8,74
2015-09,467350,27.7,79
2015-09,467060,26.6,77
2015-09,467110,26.2,72
2015-09,467440,28.8,76
2015-09,467660,27.7,77
2015-09,467480,27.5,83
2015-09,467080,26.3,79
2015-09,466950,25.8,80
2015-09,466990,26.9,80
2015-09,466910,21.3,89
2015-09,467410,28.4,76
2015-09,466930,22.9,81
2015-09,467550,8.2,73
2015-09,467610,26.7,78
2015-09,467770,27.1,76
2015-09,467530,14.2,87
2015-09,467650,22.0,87
2015-09,467050,26.6,79
2015-09,467990,25.0,84
2015-09,467300,27.4,80
2015-09,467590,28.4,74
2015-09,466940,26.8,75
2015-09,467620,25.3,80
2015-09,467490,27.8,72
2015-09,466880,27.2,70
2015-10,467571,25.2,75
2015-10,466920,25.2,78
2015-10,467540,26.2,71
2015-10,466900,24.7,73
2015-10,467350,26.1,76
2015-10,467060,24.6,79
2015-10,467110,24.1,67
2015-10,467440,27.7,76
2015-10,467660,26.0,77
2015-10,467480,25.8,85
2015-10,467080,24.1,82
2015-10,466950,23.8,78
2015-10,466990,25.2,79
2015-10,466910,18.7,94
2015-10,467410,26.8,77
2015-10,466930,20.4,85
2015-10,467550,7.2,72
2015-10,467610,25.3,77
2015-10,467770,25.2,77
2015-10,467530,13.6,81
2015-10,467650,21.0,89
2015-10,467050,24.7,77
2015-10,467990,22.3,82
2015-10,467300,26.1,78
2015-10,467590,27.0,72
2015-10,466940,24.8,76
2015-10,467620,23.6,81
2015-10,467490,26.2,72
2015-10,466880,25.2,70
2015-11,467571,23.1,77
2015-11,466920,23.5,79
2015-11,467540,25.1,72
2015-11,466900,23.1,74
2015-11,467350,24.3,77
2015-11,467060,22.7,83
2015-11,467110,22.1,70
